id,state,body,address,level,type,statement_content,target_1,target_2,target_3,target_4,target_5,prohibited_1,prohibited_2,prohibited_3,prohibited_4,required_1,required_2,required_3,trigger_1,trigger_2,trigger_3,trigger_4,trigger_5,trigger_6,trigger_7,enforcement_1,enforcement_2,category,bill,related,date_intro,date_adopted,date_checked,progress,url_source,url_text
KS-3,KS,Lansing School Board ,"200 E Mary St, Lansing, KS 66043",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,8/9/2021,9/12/2021,4/14/2022,Enacted,,https://go.boarddocs.com/ks/usd469/Board.nsf/files/C6TSYM74FB3C/$file/CRT%20Statement.pdf
KS-4,KS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 363 ,,1/20/2022,,4/14/2022,Pending,http://kslegislature.org/li/b2021_22/measures/sb363/,http://kslegislature.org/li/b2021_22/measures/documents/sb363_00_0000.pdf
KS-5,KS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Race or ethnicity & sex,Senate Bill 515,,2/15/2022,,4/14/2022,Pending,http://www.kslegislature.org/li/b2021_22/measures/sb515/,http://www.kslegislature.org/li/b2021_22/measures/documents/sb515_00_0000.pdf
KS-6,KS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 2662,,2/9/2022,,4/14/2022,Pending,http://kslegislature.org/li/b2021_22/measures/hb2662/,http://kslegislature.org/li/b2021_22/measures/documents/hb2662_01_0000.pdf
KS-7,KS,Kansas State Department of Education,,State,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/14/2021,7/14/2021,4/14/2022,Enacted,Ê,https://perma.cc/XN4F-ZWRQ
KS-8,KS,Goddard School District,"201 S. Main P.O. Box 249. Goddard, Kansas 67052",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,11/10/2021,,4/16/2022,Rejected,https://www.ksn.com/news/local/goddard-school-district-returns-29-books-removed-from-circulation/,https://perma.cc/CL5U-F797
KS-9,KS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,Senate Bill 393,,1/26/2022,,4/16/2022,Pending,http://www.kslegislature.org/li/b2021_22/measures/sb393/,http://www.kslegislature.org/li/b2021_22/measures/documents/sb393_00_0000.pdf
KY-1,KY,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill Request 60,House Bill Request 69,6/1/2021,,4/16/2022,Pending,https://apps.legislature.ky.gov/record/22rs/prefiled/BR60.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/BR60/orig_bill.pdf
KY-2,KY,Attorney General Daniel Cameron,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/16/2022,Enacted,,https://perma.cc/QM8T-9EKQ
KY-4,KY,Gallatin County School District,"70 Wildcat Circle Warsaw, KY 41095",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Order 2021-2036,,6/15/2021,6/15/2021,4/16/2022,Enacted,,https://portal.ksba.org/public/Agency.aspx?PublicAgencyID=67&AgencyTypeID=1
KY-5,KY,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",Bill Request 69,House Bill Request 60,6/4/2021,,4/16/2022,Pending,https://apps.legislature.ky.gov/record/22rs/prefiled/BR69.html,https://apps.legislature.ky.gov/record/22rs/prefiled/BR69.html
KY-6,KY,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 14,,1/4/2022,,4/16/2022,Pending,https://apps.legislature.ky.gov/record/22rs/hb14.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb14/orig_bill.pdf
KY-7,KY,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 18,,1/4/2022,,4/16/2022,Pending,https://apps.legislature.ky.gov/record/22rs/hb18.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb18/orig_bill.pdf
KY -8,KY ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 138,Bill Request 70,2/3/2022,,4/16/2022,Pending,https://apps.legislature.ky.gov/record/22rs/sb138.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/sb138/bill.pdf
KY-9,KY,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Race or ethnicity, sex & more",House Bill 706,,3/1/2022,,4/16/2022,Pending,https://apps.legislature.ky.gov/record/22RS/hb706.html#actions,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb706/orig_bill.pdf
KY-10,KY,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 487,,2/11/2022,,4/16/2022,Pending,https://apps.legislature.ky.gov/record/22rs/hb487.html,https://apps.legislature.ky.gov/recorddocuments/bill/22RS/hb487/orig_bill.pdf
LA-1,LA,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,House Bill 564,,4/2/2021,,4/16/2022,Pending,http://www.legis.la.gov/legis/BillInfo.aspx?s=21rs&b=HB564&sbi=y,https://legis.la.gov/legis/ViewDocument.aspx?d=1211990
LA-2,LA,Attorney General Jeff Landry,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/16/2022,Enacted,,https://perma.cc/QM8T-9EKQ
LA-3,LA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 787,,3/4/2022,,4/16/2022,Pending,https://www.legis.la.gov/Legis/BillInfo.aspx?s=22RS&b=HB787&sbi=y,https://www.legis.la.gov/Legis/ViewDocument.aspx?d=1258047
LA-4,LA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 747,,3/4/2022,,4/16/2022,Pending,https://www.legis.la.gov/Legis/BillInfo.aspx?s=22RS&b=HB747&sbi=y,https://www.legis.la.gov/Legis/ViewDocument.aspx?d=1257870
LA-5,LA,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 1014,,4/5/2022,,4/18/2022,Pending,https://www.legis.la.gov/legis/BillInfo.aspx?s=22RS&b=HB1014&sbi=y,https://www.legis.la.gov/legis/ViewDocument.aspx?d=1266694
MD-1,MD,Anne Arundel County Council,"44 Calvert St, Annapolis, MD 21401",LocalOth,Resolution,N/A,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity only,,,6/7/2021,,4/16/2022,Rejected,https://www.aacounty.org/departments/county-council/minutes-audio/minutes/20211018.pdf,https://www.aacounty.org/departments/county-council/minutes-audio/minutes/20211018.pdf
MD-2,MD,Carroll County School District,"125 North Court Street, Westminster Maryland 21157",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,7/14/2021,1/2/2022,4/16/2022,Enacted,,https://docs.google.com/document/d/1aQLrEh7U7-ts5KRmTIS1PRl1AVmKVtAadSLAxk-pEAM/edit?fbclid=IwAR3JkuASnlrlkwe15IdLs93XihgrlNhGyXlaRr6MeW2j39kVoXGd2vfo5kU
MD-3,MD,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1256,,3/16/2022,,4/16/2022,Pending,https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/hb1256,https://mgaleg.maryland.gov/2022RS/bills/hb/hb1256f.pdf
MD-4,MD,Anne Arundel County Council,"44 Calvert St, Annapolis, MD 21401",LocalOth,Resolution,N/A,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",Bill 81-21,,9/20/2021,,4/16/2022,Rejected,https://www.aacounty.org/departments/county-council/legislation/bills-and-resolutions/81-21,https://www.aacounty.org/departments/county-council/legislation/bills-and-resolutions/81-21.pdf
MD-5,MD,Carroll County Board of Education,"125 North Court Street, Westminster Maryland 21157",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,12/8/2021,1/12/2022,4/20/2022,Enacted,https://www.baltimoresun.com/maryland/carroll/education/cc-ccps-political-neutral-policy-20220114-3pbray7u55bxzda3wtqajl6aj4-story.html,https://web.archive.org/web/20211216153701/https://www.carrollk12.org/boe/BoardShareDocs/2021/12-08-2021/Attachments/8.h/Approval%20of%20Politically%20Neutral%20Policy%20and%20Regs.pdf
ME-1,ME,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Legislative Document 550 ,House Paper 395,2/22/2021,,4/16/2022,Expired or Withdrawn,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=550&snum=130,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0395&item=1&snum=130
MI-1,MI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity only,Senate Bill 460,,5/20/2021,,4/16/2022,Pending,http://www.legislature.mi.gov/(S(spch5lu0evaq4deprxznwemw))/mileg.aspx?page=GetObject&objectname=2021-SB-0460,http://www.legislature.mi.gov/documents/2021-2022/billintroduced/Senate/pdf/2021-SIB-0460.pdf
MI-2,MI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 5097,,6/23/2021,,4/16/2022,Pending,https://www.legislature.mi.gov/(S(xz220optxrvlycboy1ho000m))/mileg.aspx?page=getObject&objectName=2021-HB-5097,https://www.legislature.mi.gov/documents/2021-2022/billintroduced/House/pdf/2021-HIB-5097.pdf
MI-3,MI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 686,,2/9/2022,,4/16/2022,Pending,http://www.legislature.mi.gov/(S(qce4h1z03pn1nsjkpgkpsttl))/mileg.aspx?page=GetObject&objectname=2022-SB-0868,http://www.legislature.mi.gov/documents/2021-2022/billintroduced/Senate/pdf/2022-SIB-0868.pdf
MI-4,MI,Hillsdale College,"33 E College St, Hillsdale, MI 49242",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,The Hillsdale 1776 Curriculum,,6/29/2021,6/29/2021,4/16/2022,Enacted,https://k12.hillsdale.edu/Curriculum/The-Hillsdale-1776-Curriculum/,https://k12.hillsdale.edu/Curriculum/The-Hillsdale-1776-Curriculum/
MN-1,MN,Wrenshall School Board,"207 Pioneer Drive, Wrenshall, MN 55797",LocalSch,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/28/2021,7/28/2021,4/16/2022,Enacted,https://www.isd100.org/district/school-board/meeting-minutes/,https://www.isd100.org/district/school-board/meeting-minutes/
MN-3,MN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,Senate Bill 2909,,2/4/2022,,4/16/2022,Pending,https://www.revisor.mn.gov/bills/bill.php?b=senate&f=SF2909&ssn=0&y=2022,https://www.revisor.mn.gov/bills/text.php?number=SF2909&version=0&session=ls92&session_year=2022&session_number=0
MN-4,MN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,House Bill 3436,,2/14/2022,,4/16/2022,Pending,https://www.revisor.mn.gov/bills/bill.php?b=House&f=HF3436&ssn=0&y=2021,http://wdoc.house.leg.state.mn.us/leg/LS92/HF3436.0.pdf
MN-5,MN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 2778,,1/31/2022,,4/16/2022,Pending,https://www.revisor.mn.gov/bills/bill.php?b=house&f=HF2778&ssn=0&y=2022,http://wdoc.house.leg.state.mn.us/leg/LS92/HF2778.0.pdf
MN-6,MN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 3301,,2/10/2022,,4/16/2022,Pending,https://www.revisor.mn.gov/bills/bill.php?b=house&f=HF3301&ssn=0&y=2022,http://wdoc.house.leg.state.mn.us/leg/LS92/HF3301.0.pdf
MO-1,MO,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity only,House Bill 952,,1/28/2021,,4/16/2022,Expired or Withdrawn,https://www.house.mo.gov/Bill.aspx?bill=HB952&year=2021&code=R,https://www.house.mo.gov/billtracking/bills211/hlrbillspdf/2087H.01I.pdf
MO-2,MO,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 586,Senate Bill 5,3/1/2021,,4/16/2022,Expired or Withdrawn,https://www.senate.mo.gov/21info/BTS_Web/Bill.aspx?SessionType=R&BillID=59477787,https://www.senate.mo.gov/21info/pdf-bill/intro/SB586.pdf
MO-3,MO,Legislature,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,5/26/2021,5/26/2021,4/16/2022,Enacted,,https://perma.cc/AJ3T-362P
MO-4,MO,Attorney General Eric Schmitt,,State,Statement,Denounces CRT,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/16/2022,Enacted,,https://perma.cc/QM8T-9EKQ
MO-5,MO,Governor Mike Parson,,State,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/19/2021,7/19/2021,4/16/2022,Enacted,,https://perma.cc/7BU5-89AC
MO-6,MO,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,House Bill 53,,1/6/2021,,4/16/2022,Expired or Withdrawn,https://www.house.mo.gov/Bill.aspx?bill=HB53&year=2021&code=R,https://www.house.mo.gov/billtracking/bills211/hlrbillspdf/0605H.01I.pdf
MO-7,MO,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 694,,12/1/2021,,4/16/2022,Pending,https://www.senate.mo.gov/22info/BTS_Web/Actions.aspx?SessionType=R&BillID=71259883,https://www.senate.mo.gov/22info/pdf-bill/intro/SB694.pdf
MO-8,MO,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 638,"Senate Bill 676, Senate Bill 734, Senate Bill 1184",12/1/2021,,4/16/2022,Pending,https://www.senate.mo.gov/22info/BTS_Web/Actions.aspx?SessionType=R&BillID=71263285,https://www.senate.mo.gov/22info/pdf-bill/intro/SB638.pdf
MO-9,MO,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1554,,12/1/2021,,4/16/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1554&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3756H.01I.pdf
MO -10,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1474,,12/1/2021,,4/16/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1474&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/4071H.01I.pdf
MO -11,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1815,,12/6/2021,,4/16/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1815&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/4178H.01I.pdf
MO -12,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1634,,12/1/2021,,4/16/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1634&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3667H.01I.pdf
MO -13,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1835,,12/6/2021,,4/16/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1835&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3090H.03C.pdf
MO-14,MO,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1484,,12/1/2021,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1484&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3098H.01I.pdf
MO -15,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1669,,12/1/2021,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1669&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3668H.01I.pdf
MO -16,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity & sex,Senate Bill 645,House Bill 2189,12/1/2021,,4/19/2022,Pending,https://www.senate.mo.gov/22info/BTS_Web/Bill.aspx?SessionType=R&BillID=71259899,https://www.senate.mo.gov/22info/pdf-bill/intro/SB645.pdf
MO -17,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 2132,,1/3/2022,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB2132&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3095H.01I.pdf
MO -18,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1767,,12/1/2021,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1767&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3091H.01I.pdf
MO -19,MO ,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 810,,12/1/2021,,4/19/2022,Pending,https://www.senate.mo.gov/22info/BTS_Web/Actions.aspx?SessionType=R&BillID=71259908,https://www.senate.mo.gov/22info/pdf-bill/intro/SB810.pdf
